ox_code	p2_dtc_prediction	p2_rfc_prediction	p2_rfcd_prediction	p2_umap_0	p2_umap_1
AC0159-Cb	0	0	0	inf	inf
AC0160-Ca	0	0	0	inf	inf
AC0160-Cb	0	0	0	inf	inf
AC0161-Ca	0	0	0	inf	inf
AC0161-Cb	0	0	0	inf	inf
AC0162-Ca	0	0	0	inf	inf
AC0162-Cb	0	0	0	inf	inf
AC0163-Ca	0	0	0	inf	inf
AC0163-Cb	0	0	0	inf	inf
AC0164-Ca	0	0	0	inf	inf
AC0164-Cb	0	0	0	inf	inf
AC0166-Ca	0	0	0	inf	inf
AC0166-Cb	0	0	0	inf	inf
AC0167-Ca	0	0	0	inf	inf
AC0167-Cb	0	0	0	inf	inf
AC0168-Ca	0	0	0	inf	inf
AC0168-Cb	0	0	0	inf	inf
AC0169-Ca	0	0	0	inf	inf
AC0169-Cb	0	0	0	inf	inf
AC0170-Ca	0	0	0	inf	inf
AC0170-Cb	0	0	0	inf	inf
AC0171-Ca	0	0	0	inf	inf
AC0171-Cb	0	0	0	inf	inf
AC0172-Ca	0	0	0	inf	inf
AC0172-Cb	0	0	0	inf	inf
AC0173-Ca	0	0	0	inf	inf
AC0173-Cb	0	0	0	inf	inf
AC0174-Ca	0	0	0	inf	inf
AC0174-Cb	0	0	0	inf	inf
AC0176-Ca	0	0	0	inf	inf
AC0176-Cb	0	0	0	inf	inf
AC0177-Ca	0	0	0	inf	inf
AC0177-Cb	0	0	0	inf	inf
AC0178-Ca	0	0	0	inf	inf
AC0178-Cb	0	0	0	inf	inf
AC0179-Ca	0	0	0	inf	inf
AC0179-Cb	0	0	0	inf	inf
AC0180-Ca	0	0	0	inf	inf
AC0180-Cb	0	0	0	inf	inf
AC0181-Ca	0	0	0	inf	inf
AC0181-Cb	0	0	0	inf	inf
AC0182-Ca	0	0	0	inf	inf
AC0182-Cb	0	0	0	inf	inf
AC0183-Ca	0	0	0	inf	inf
AC0183-Cb	0	0	0	inf	inf
AC0184-Ca	0	0	0	inf	inf
AC0184-Cb	0	0	0	inf	inf
AC0185-Ca	0	0	0	inf	inf
AC0185-Cb	0	0	0	inf	inf
AC0186-Ca	0	0	0	inf	inf
AC0186-Cb	0	0	0	inf	inf
AC0187-Ca	0	0	0	inf	inf
AC0187-Cb	0	0	0	inf	inf
AC0188-Ca	0	0	0	inf	inf
AC0188-Cb	0	0	0	inf	inf
AC0189-Ca	0	0	0	inf	inf
AC0189-Cb	0	0	0	inf	inf
AC0190-Ca	0	0	0	inf	inf
AC0190-Cb	0	0	0	inf	inf
AC0191-Ca	0	0	0	inf	inf
AC0191-Cb	0	0	0	inf	inf
AC0192-Ca	0	0	0	inf	inf
AC0192-Cb	0	0	0	inf	inf
AC0193-Ca	0	0	0	inf	inf
AC0193-Cb	0	0	0	inf	inf
AC0194-Ca	0	0	0	inf	inf
AC0194-Cb	0	0	0	inf	inf
AC0195-Ca	0	0	0	inf	inf
AC0195-Cb	0	0	0	inf	inf
AC0196-Ca	0	0	0	inf	inf
AC0196-Cb	0	0	0	inf	inf
AC0197-Ca	0	0	0	inf	inf
AC0197-Cb	0	0	0	inf	inf
AC0199-Ca	0	0	0	inf	inf
AC0199-Cb	0	0	0	inf	inf
AC0200-Ca	0	0	0	inf	inf
AC0200-Cb	0	0	0	inf	inf
AC0201-Ca	0	0	0	inf	inf
AC0201-Cb	0	0	0	inf	inf
AC0202-Ca	0	0	0	inf	inf
AC0202-Cb	0	0	0	inf	inf
AC0203-Ca	0	0	0	inf	inf
AC0203-Cb	0	0	0	inf	inf
AG0082-Ca	0	0	0	inf	inf
AG0082-Cb	0	0	0	inf	inf
AG0085-Ca	0	0	0	inf	inf
AG0085-Cb	0	0	0	inf	inf
AG0089-Ca	0	0	0	inf	inf
AG0089-Cb	0	0	0	inf	inf
AG0096-Ca	0	0	0	inf	inf
AG0096-Cb	0	0	0	inf	inf
AG0097-Ca	0	0	0	inf	inf
AG0097-Cb	0	0	0	inf	inf
AG0098-Ca	0	0	0	inf	inf
AG0098-Cb	0	0	0	inf	inf
AG0100-Ca	0	0	0	inf	inf
AG0100-Cb	0	0	0	inf	inf
AG0102-Ca	0	0	0	inf	inf
AG0102-Cb	0	0	0	inf	inf
AG0104-Ca	0	0	0	inf	inf
AG0104-Cb	0	0	0	inf	inf
AG0106-Ca	0	0	0	inf	inf
AG0106-Cb	0	0	0	inf	inf
AG0108-Ca	0	0	0	inf	inf
AG0108-Cb	0	0	0	inf	inf
AG0109-Ca	0	0	0	inf	inf
AG0109-Cb	0	0	0	inf	inf
AG0111-Ca	0	0	0	inf	inf
AG0111-Cb	0	0	0	inf	inf
AG0118-Ca	0	0	0	inf	inf
AG0118-Cb	0	0	0	inf	inf
AG0120-Ca	0	0	0	inf	inf
AG0120-Cb	0	0	0	inf	inf
AG0121-Ca	0	0	0	inf	inf
AG0121-Cb	0	0	0	inf	inf
AG0123-Ca	0	0	0	inf	inf
AG0123-Cb	0	0	0	inf	inf
AG0125-Ca	0	0	0	inf	inf
AG0125-Cb	0	0	0	inf	inf
AG0126-Ca	0	0	0	inf	inf
AG0126-Cb	0	0	0	inf	inf
AG0127-Ca	0	0	0	inf	inf
AG0127-Cb	0	0	0	inf	inf
AG0128-Ca	0	0	0	inf	inf
AG0128-Cb	0	0	0	inf	inf
AG0129-Ca	0	0	0	inf	inf
AG0129-Cb	0	0	0	inf	inf
AG0133-Ca	0	0	0	inf	inf
AG0133-Cb	0	0	0	inf	inf
AG0134-Ca	0	0	0	inf	inf
AG0134-Cb	0	0	0	inf	inf
AG0136-Ca	0	0	0	inf	inf
AG0136-Cb	0	0	0	inf	inf
AG0137-Ca	0	0	0	inf	inf
AG0137-Cb	0	0	0	inf	inf
AG0138-Ca	0	0	0	inf	inf
AG0138-Cb	0	0	0	inf	inf
AG0139-Ca	0	0	0	inf	inf
AG0139-Cb	0	0	0	inf	inf
AG0141-Ca	0	0	0	inf	inf
AG0141-Cb	0	0	0	inf	inf
AG0142-Ca	0	0	0	inf	inf
AG0142-Cb	0	0	0	inf	inf
AG0143-Ca	0	0	0	inf	inf
AG0143-Cb	0	0	0	inf	inf
AG0144-Ca	0	0	0	inf	inf
AG0144-Cb	0	0	0	inf	inf
AG0145-Ca	0	0	0	inf	inf
AG0145-Cb	0	0	0	inf	inf
AG0146-Ca	0	0	0	inf	inf
AG0146-Cb	0	0	0	inf	inf
AG0147-Ca	0	0	0	inf	inf
AG0147-Cb	0	0	0	inf	inf
AG0148-Ca	0	0	0	inf	inf
AG0148-Cb	0	0	0	inf	inf
AG0152-Ca	0	0	0	inf	inf
AG0152-Cb	0	0	0	inf	inf
AG0153-Ca	0	0	0	inf	inf
AG0153-Cb	0	0	0	inf	inf
AG0156-Ca	0	0	0	inf	inf
AG0156-Cb	0	0	0	inf	inf
AG0159-Ca	0	0	0	inf	inf
AG0159-Cb	0	0	0	inf	inf
AG0162-Ca	0	0	0	inf	inf
AG0162-Cb	0	0	0	inf	inf
AG0163-Ca	0	0	0	inf	inf
AG0163-Cb	0	0	0	inf	inf
AG0169-Ca	0	0	0	inf	inf
AG0169-Cb	0	0	0	inf	inf
AG0170-Ca	0	0	0	inf	inf
AG0170-Cb	0	0	0	inf	inf
AG0172-Ca	0	0	0	inf	inf
AG0172-Cb	0	0	0	inf	inf
AG0178-Ca	0	0	0	inf	inf
AG0178-Cb	0	0	0	inf	inf
AG0179-Ca	0	0	0	inf	inf
AG0179-Cb	0	0	0	inf	inf
AG0181-Ca	0	0	0	inf	inf
AG0181-Cb	0	0	0	inf	inf
AG0183-Ca	0	0	0	inf	inf
AG0183-Cb	0	0	0	inf	inf
AG0195-Ca	0	0	0	inf	inf
AG0195-Cb	0	0	0	inf	inf
AG0197-Ca	0	0	0	inf	inf
AG0197-Cb	0	0	0	inf	inf
AG0202-Ca	0	0	0	inf	inf
AG0202-Cb	0	0	0	inf	inf
AG0203-Ca	0	0	0	inf	inf
AG0203-Cb	0	0	0	inf	inf
AG0204-Ca	0	0	0	inf	inf
AG0204-Cb	0	0	0	inf	inf
AG0206-Ca	0	0	0	inf	inf
AG0206-Cb	0	0	0	inf	inf
AG0208-Ca	0	0	0	inf	inf
AG0208-Cb	0	0	0	inf	inf
AG0214-Ca	0	0	0	inf	inf
AG0214-Cb	0	0	0	inf	inf
AG0221-Ca	0	0	0	inf	inf
AG0221-Cb	0	0	0	inf	inf
AG0223-Ca	0	0	0	inf	inf
AG0223-Cb	0	0	0	inf	inf
AG0227-Ca	0	0	0	inf	inf
AG0227-Cb	0	0	0	inf	inf
AG0229-Ca	0	0	0	inf	inf
AG0229-Cb	0	0	0	inf	inf
AG0230-Ca	0	0	0	inf	inf
AG0230-Cb	0	0	0	inf	inf
AG0231-Ca	0	0	0	inf	inf
AG0231-Cb	0	0	0	inf	inf
AG0232-Ca	0	0	0	inf	inf
AG0232-Cb	0	0	0	inf	inf
AG0263-Ca	0	0	0	inf	inf
AG0263-Cb	0	0	0	inf	inf
AJ0023-Ca	0	0	0	inf	inf
AJ0023-Cb	0	0	0	inf	inf
AJ0024-Ca	0	0	0	inf	inf
AJ0024-Cb	0	0	0	inf	inf
AJ0028-Ca	0	0	0	inf	inf
AJ0028-Cb	0	0	0	inf	inf
AJ0032-Ca	0	0	0	inf	inf
AJ0032-Cb	0	0	0	inf	inf
AJ0035-Ca	0	0	0	inf	inf
AJ0035-Cb	0	0	0	inf	inf
AJ0036-Ca	0	0	0	inf	inf
AJ0036-Cb	0	0	0	inf	inf
AJ0037-Ca	0	0	0	inf	inf
AJ0037-Cb	0	0	0	inf	inf
AJ0038-Ca	0	0	0	inf	inf
AJ0038-Cb	0	0	0	inf	inf
AJ0039-Ca	0	0	0	inf	inf
AJ0039-Cb	0	0	0	inf	inf
AJ0043-Ca	0	0	0	inf	inf
AJ0043-Cb	0	0	0	inf	inf
AJ0044-Ca	0	0	0	inf	inf
AJ0044-Cb	0	0	0	inf	inf
AJ0045-Ca	0	0	0	inf	inf
AJ0045-Cb	0	0	0	inf	inf
AJ0047-Ca	0	0	0	inf	inf
AJ0047-Cb	0	0	0	inf	inf
AJ0051-Ca	0	0	0	inf	inf
AJ0051-Cb	0	0	0	inf	inf
AJ0052-Ca	0	0	0	inf	inf
AJ0052-Cb	0	0	0	inf	inf
AJ0056-Ca	0	0	0	inf	inf
AJ0056-Cb	0	0	0	inf	inf
AJ0059-Ca	0	0	0	inf	inf
AJ0059-Cb	0	0	0	inf	inf
AJ0060-Ca	0	0	0	inf	inf
AJ0060-Cb	0	0	0	inf	inf
AJ0061-Ca	0	0	0	inf	inf
AJ0061-Cb	0	0	0	inf	inf
AJ0063-Ca	0	0	0	inf	inf
AJ0063-Cb	0	0	0	inf	inf
AJ0064-Ca	0	0	0	inf	inf
AJ0064-Cb	0	0	0	inf	inf
AJ0066-Ca	0	0	0	inf	inf
AJ0066-Cb	0	0	0	inf	inf
AJ0068-Ca	0	0	0	inf	inf
AJ0068-Cb	0	0	0	inf	inf
AJ0070-Ca	0	0	0	inf	inf
AJ0070-Cb	0	0	0	inf	inf
AJ0071-Ca	0	0	0	inf	inf
AJ0071-Cb	0	0	0	inf	inf
AJ0072-Ca	0	0	0	inf	inf
AJ0072-Cb	0	0	0	inf	inf
AJ0074-Ca	0	0	0	inf	inf
AJ0074-Cb	0	0	0	inf	inf
AJ0075-Ca	0	0	0	inf	inf
AJ0075-Cb	0	0	0	inf	inf
AJ0076-Ca	0	0	0	inf	inf
AJ0076-Cb	0	0	0	inf	inf
AJ0077-Ca	0	0	0	inf	inf
AJ0077-Cb	0	0	0	inf	inf
AJ0078-Ca	0	0	0	inf	inf
AJ0078-Cb	0	0	0	inf	inf
AJ0080-Ca	0	0	0	inf	inf
AJ0080-Cb	0	0	0	inf	inf
AJ0081-Ca	0	0	0	inf	inf
AJ0081-Cb	0	0	0	inf	inf
AJ0084-Ca	0	0	0	inf	inf
AJ0084-Cb	0	0	0	inf	inf
AJ0085-Ca	0	0	0	inf	inf
AJ0085-Cb	0	0	0	inf	inf
AJ0086-Ca	0	0	0	inf	inf
AJ0086-Cb	0	0	0	inf	inf
AJ0087-Ca	0	0	0	inf	inf
AJ0087-Cb	0	0	0	inf	inf
AJ0088-Ca	0	0	0	inf	inf
AJ0088-Cb	0	0	0	inf	inf
AJ0090-Ca	0	0	0	inf	inf
AJ0090-Cb	0	0	0	inf	inf
AJ0092-Ca	0	0	0	inf	inf
AJ0092-Cb	0	0	0	inf	inf
AJ0093-Ca	0	0	0	inf	inf
AJ0093-Cb	0	0	0	inf	inf
AJ0095-Ca	0	0	0	inf	inf
AJ0095-Cb	0	0	0	inf	inf
AJ0096-Ca	0	0	0	inf	inf
AJ0096-Cb	0	0	0	inf	inf
AJ0097-Ca	0	0	0	inf	inf
AJ0097-Cb	0	0	0	inf	inf
AJ0098-Ca	0	0	0	inf	inf
AJ0098-Cb	0	0	0	inf	inf
AJ0099-Ca	0	0	0	inf	inf
AJ0099-Cb	0	0	0	inf	inf
AJ0100-Ca	0	0	0	inf	inf
AJ0100-Cb	0	0	0	inf	inf
AJ0101-Ca	0	0	0	inf	inf
AJ0101-Cb	0	0	0	inf	inf
AJ0102-Ca	0	0	0	inf	inf
AJ0102-Cb	0	0	0	inf	inf
AJ0103-Ca	0	0	0	inf	inf
AJ0103-Cb	0	0	0	inf	inf
AJ0105-Ca	0	0	0	inf	inf
AJ0105-Cb	0	0	0	inf	inf
AJ0107-Ca	0	0	0	inf	inf
AJ0107-Cb	0	0	0	inf	inf
AJ0109-Ca	0	0	0	inf	inf
AJ0109-Cb	0	0	0	inf	inf
AJ0113-Ca	0	0	0	inf	inf
AJ0113-Cb	0	0	0	inf	inf
AJ0115-Ca	0	0	0	inf	inf
AJ0115-Cb	0	0	0	inf	inf
AJ0116-Ca	0	0	0	inf	inf
AJ0116-Cb	0	0	0	inf	inf
AJ0117-Ca	0	0	0	inf	inf
AJ0117-Cb	0	0	0	inf	inf
AJ0119-Ca	0	0	0	inf	inf
AJ0119-Cb	0	0	0	inf	inf
AJ0128-Ca	0	0	0	inf	inf
AJ0128-Cb	0	0	0	inf	inf
AJ0129-Ca	0	0	0	inf	inf
AJ0129-Cb	0	0	0	inf	inf
AJ0130-Ca	0	0	0	inf	inf
AJ0130-Cb	0	0	0	inf	inf
AJ0131-Ca	0	0	0	inf	inf
AJ0131-Cb	0	0	0	inf	inf
AJ0132-Ca	0	0	0	inf	inf
AJ0132-Cb	0	0	0	inf	inf
AJ0133-Ca	0	0	0	inf	inf
AJ0133-Cb	0	0	0	inf	inf
AJ0134-Ca	0	0	0	inf	inf
AJ0134-Cb	0	0	0	inf	inf
AJ0135-Ca	0	0	0	inf	inf
AJ0135-Cb	0	0	0	inf	inf
AJ0136-Ca	0	0	0	inf	inf
AJ0136-Cb	0	0	0	inf	inf
AJ0137-Ca	0	0	0	inf	inf
AJ0137-Cb	0	0	0	inf	inf
AJ0138-Ca	0	0	0	inf	inf
AJ0138-Cb	0	0	0	inf	inf
AJ0139-Ca	0	0	0	inf	inf
AJ0139-Cb	0	0	0	inf	inf
AJ0140-Ca	0	0	0	inf	inf
AJ0140-Cb	0	0	0	inf	inf
AJ0141-Ca	0	0	0	inf	inf
AJ0141-Cb	0	0	0	inf	inf
AJ0142-Ca	0	0	0	inf	inf
AJ0142-Cb	0	0	0	inf	inf
AJ0143-Ca	0	0	0	inf	inf
AJ0143-Cb	0	0	0	inf	inf
AJ0144-Ca	0	0	0	inf	inf
AJ0144-Cb	0	0	0	inf	inf
AJ0145-Ca	0	0	0	inf	inf
AJ0145-Cb	0	0	0	inf	inf
AJ0146-Ca	0	0	0	inf	inf
AJ0146-Cb	0	0	0	inf	inf
AJ0147-Ca	0	0	0	inf	inf
AJ0147-Cb	0	0	0	inf	inf
AJ0148-Ca	0	0	0	inf	inf
AJ0148-Cb	0	0	0	inf	inf
AJ0149-Ca	0	0	0	inf	inf
AJ0149-Cb	0	0	0	inf	inf
AJ0150-Ca	0	0	0	inf	inf
AJ0150-Cb	0	0	0	inf	inf
AJ0151-Ca	0	0	0	inf	inf
AJ0151-Cb	0	0	0	inf	inf
AJ0152-Ca	0	0	0	inf	inf
AJ0152-Cb	0	0	0	inf	inf
AJ0153-Ca	0	0	0	inf	inf
AJ0153-Cb	0	0	0	inf	inf
AJ0154-Ca	0	0	0	inf	inf
AJ0154-Cb	0	0	0	inf	inf
AJ0155-Ca	0	0	0	inf	inf
AJ0155-Cb	0	0	0	inf	inf
AJ0156-Ca	0	0	0	inf	inf
AJ0156-Cb	0	0	0	inf	inf
AJ0157-Ca	0	0	0	inf	inf
AJ0157-Cb	0	0	0	inf	inf
AJ0158-Ca	0	0	0	inf	inf
AJ0158-Cb	0	0	0	inf	inf
AJ0159-Ca	0	0	0	inf	inf
AJ0159-Cb	0	0	0	inf	inf
AJ0161-Ca	0	0	0	inf	inf
AJ0161-Cb	0	0	0	inf	inf
AK0060-Ca	0	0	0	inf	inf
AK0060-Cb	0	0	0	inf	inf
AK0062-Ca	0	0	0	inf	inf
AK0062-Cb	0	0	0	inf	inf
AK0065-Ca	0	0	0	inf	inf
AK0065-Cb	0	0	0	inf	inf
AK0066-Ca	0	0	0	inf	inf
AK0066-Cb	0	0	0	inf	inf
AK0067-Ca	0	0	0	inf	inf
AK0067-Cb	0	0	0	inf	inf
AK0068-Ca	0	0	0	inf	inf
AK0068-Cb	0	0	0	inf	inf
AK0069-Ca	0	0	0	inf	inf
AK0069-Cb	0	0	0	inf	inf
AK0070-Ca	0	0	0	inf	inf
AK0070-Cb	0	0	0	inf	inf
AK0072-Ca	0	0	0	inf	inf
AK0072-Cb	0	0	0	inf	inf
AK0073-Ca	0	0	0	inf	inf
AK0073-Cb	0	0	0	inf	inf
AK0074-Ca	0	0	0	inf	inf
AK0074-Cb	0	0	0	inf	inf
AK0075-Ca	0	0	0	inf	inf
AK0075-Cb	0	0	0	inf	inf
AK0076-Ca	0	0	0	inf	inf
AK0076-Cb	0	0	0	inf	inf
AK0077-Ca	0	0	0	inf	inf
AK0077-Cb	0	0	0	inf	inf
AK0078-Ca	0	0	0	inf	inf
AK0078-Cb	0	0	0	inf	inf
AK0079-Ca	0	0	0	inf	inf
AK0079-Cb	0	0	0	inf	inf
AK0080-Ca	0	0	0	inf	inf
AK0080-Cb	0	0	0	inf	inf
AK0081-Ca	0	0	0	inf	inf
AK0081-Cb	0	0	0	inf	inf
AK0082-Ca	0	0	0	inf	inf
AK0082-Cb	0	0	0	inf	inf
AK0085-Ca	0	0	0	inf	inf
AK0085-Cb	0	0	0	inf	inf
AK0086-Ca	0	0	0	inf	inf
AK0086-Cb	0	0	0	inf	inf
AK0087-Ca	0	0	0	inf	inf
AK0087-Cb	0	0	0	inf	inf
AK0088-Ca	0	0	0	inf	inf
AK0088-Cb	0	0	0	inf	inf
AK0089-Ca	0	0	0	inf	inf
AK0089-Cb	0	0	0	inf	inf
AK0090-Ca	0	0	0	inf	inf
AK0090-Cb	0	0	0	inf	inf
AK0091-Ca	0	0	0	inf	inf
AK0091-Cb	0	0	0	inf	inf
AK0092-Ca	0	0	0	inf	inf
AK0092-Cb	0	0	0	inf	inf
AK0093-Ca	0	0	0	inf	inf
AK0093-Cb	0	0	0	inf	inf
AK0094-Ca	0	0	0	inf	inf
AK0094-Cb	0	0	0	inf	inf
AK0095-Ca	0	0	0	inf	inf
AK0095-Cb	0	0	0	inf	inf
AK0096-Ca	0	0	0	inf	inf
AK0096-Cb	0	0	0	inf	inf
AK0098-Ca	0	0	0	inf	inf
AK0098-Cb	0	0	0	inf	inf
AK0099-Ca	0	0	0	inf	inf
AK0099-Cb	0	0	0	inf	inf
AK0100-Ca	0	0	0	inf	inf
AK0100-Cb	0	0	0	inf	inf
AK0101-Ca	0	0	0	inf	inf
AK0101-Cb	0	0	0	inf	inf
AK0102-Ca	0	0	0	inf	inf
AK0102-Cb	0	0	0	inf	inf
AK0103-Ca	0	0	0	inf	inf
AK0103-Cb	0	0	0	inf	inf
AK0104-Ca	0	0	0	inf	inf
AK0104-Cb	0	0	0	inf	inf
AK0105-Ca	0	0	0	inf	inf
AK0105-Cb	0	0	0	inf	inf
AK0106-Ca	0	0	0	inf	inf
AK0106-Cb	0	0	0	inf	inf
AK0107-Ca	0	0	0	inf	inf
AK0107-Cb	0	0	0	inf	inf
AK0108-Ca	0	0	0	inf	inf
AK0108-Cb	0	0	0	inf	inf
AK0109-Ca	0	0	0	inf	inf
AK0109-Cb	0	0	0	inf	inf
AK0110-Ca	0	0	0	inf	inf
AK0110-Cb	0	0	0	inf	inf
AK0116-Ca	0	0	0	inf	inf
AK0116-Cb	0	0	0	inf	inf
AK0117-Ca	0	0	0	inf	inf
AK0117-Cb	0	0	0	inf	inf
AK0119-Ca	0	0	0	inf	inf
AK0119-Cb	0	0	0	inf	inf
AK0127-Ca	0	0	0	inf	inf
AK0127-Cb	0	0	0	inf	inf
AN0007-Ca	0	0	0	inf	inf
AN0007-Cb	0	0	0	inf	inf
AN0008-Ca	0	0	0	inf	inf
AN0008-Cb	0	0	0	inf	inf
AN0009-Ca	0	0	0	inf	inf
AN0009-Cb	0	0	0	inf	inf
AN0010-Ca	0	0	0	inf	inf
AN0010-Cb	0	0	0	inf	inf
AN0011-Ca	0	0	0	inf	inf
AN0011-Cb	0	0	0	inf	inf
AN0012-Ca	0	0	0	inf	inf
AN0012-Cb	0	0	0	inf	inf
AN0013-Ca	0	0	0	inf	inf
AN0013-Cb	0	0	0	inf	inf
AN0014-Ca	0	0	0	inf	inf
AN0014-Cb	0	0	0	inf	inf
AN0015-Ca	0	0	0	inf	inf
AN0015-Cb	0	0	0	inf	inf
AN0016-Ca	0	0	0	inf	inf
AN0016-Cb	0	0	0	inf	inf
AN0017-Ca	0	0	0	inf	inf
AN0017-Cb	0	0	0	inf	inf
AN0018-Ca	0	0	0	inf	inf
AN0018-Cb	0	0	0	inf	inf
AN0019-Ca	0	0	0	inf	inf
AN0019-Cb	0	0	0	inf	inf
AN0020-Ca	0	0	0	inf	inf
AN0020-Cb	0	0	0	inf	inf
AN0022-Ca	0	0	0	inf	inf
AN0022-Cb	0	0	0	inf	inf
AN0023-Ca	0	0	0	inf	inf
AN0023-Cb	0	0	0	inf	inf
AN0024-Ca	0	0	0	inf	inf
AN0024-Cb	0	0	0	inf	inf
AN0025-Ca	0	0	0	inf	inf
AN0025-Cb	0	0	0	inf	inf
AN0026-Ca	0	0	0	inf	inf
AN0026-Cb	0	0	0	inf	inf
AN0027-Ca	0	0	0	inf	inf
AN0027-Cb	0	0	0	inf	inf
AN0028-Ca	0	0	0	inf	inf
AN0028-Cb	0	0	0	inf	inf
AN0029-Ca	0	0	0	inf	inf
AN0029-Cb	0	0	0	inf	inf
AN0030-Ca	0	0	0	inf	inf
AN0030-Cb	0	0	0	inf	inf
AN0031-Ca	0	0	0	inf	inf
AN0031-Cb	0	0	0	inf	inf
AN0032-Ca	0	0	0	inf	inf
AN0032-Cb	0	0	0	inf	inf
AN0033-Ca	0	0	0	inf	inf
AN0033-Cb	0	0	0	inf	inf
AN0034-Ca	0	0	0	inf	inf
AN0034-Cb	0	0	0	inf	inf
AN0035-Ca	0	0	0	inf	inf
AN0035-Cb	0	0	0	inf	inf
AN0036-Ca	0	0	0	inf	inf
AN0036-Cb	0	0	0	inf	inf
AN0037-Ca	0	0	0	inf	inf
AN0037-Cb	0	0	0	inf	inf
AN0038-Ca	0	0	0	inf	inf
AN0038-Cb	0	0	0	inf	inf
AN0039-Ca	0	0	0	inf	inf
AN0039-Cb	0	0	0	inf	inf
AN0040-Ca	0	0	0	inf	inf
AN0040-Cb	0	0	0	inf	inf
AN0041-Ca	0	0	0	inf	inf
AN0041-Cb	0	0	0	inf	inf
AN0042-Ca	0	0	0	inf	inf
AN0042-Cb	0	0	0	inf	inf
AN0043-Ca	0	0	0	inf	inf
AN0043-Cb	0	0	0	inf	inf
AN0044-Ca	0	0	0	inf	inf
AN0044-Cb	0	0	0	inf	inf
AN0045-Ca	0	0	0	inf	inf
AN0045-Cb	0	0	0	inf	inf
AN0046-Ca	0	0	0	inf	inf
AN0046-Cb	0	0	0	inf	inf
AN0047-Ca	0	0	0	inf	inf
AN0047-Cb	0	0	0	inf	inf
AN0048-Ca	0	0	0	inf	inf
AN0048-Cb	0	0	0	inf	inf
AN0049-Ca	0	0	0	inf	inf
AN0049-Cb	0	0	0	inf	inf
AN0050-Ca	0	0	0	inf	inf
AN0050-Cb	0	0	0	inf	inf
AN0051-Ca	0	0	0	inf	inf
AN0051-Cb	0	0	0	inf	inf
AN0053-Ca	0	0	0	inf	inf
AN0053-Cb	0	0	0	inf	inf
AN0054-Ca	0	0	0	inf	inf
AN0054-Cb	0	0	0	inf	inf
AN0055-Ca	0	0	0	inf	inf
AN0055-Cb	0	0	0	inf	inf
AN0056-Ca	0	0	0	inf	inf
AN0056-Cb	0	0	0	inf	inf
AN0057-Ca	0	0	0	inf	inf
AN0057-Cb	0	0	0	inf	inf
AN0058-Ca	0	0	0	inf	inf
AN0058-Cb	0	0	0	inf	inf
AN0059-Ca	0	0	0	inf	inf
AN0059-Cb	0	0	0	inf	inf
AN0060-Ca	0	0	0	inf	inf
AN0060-Cb	0	0	0	inf	inf
AN0061-Ca	0	0	0	inf	inf
AN0061-Cb	0	0	0	inf	inf
AN0062-Ca	0	0	0	inf	inf
AN0062-Cb	0	0	0	inf	inf
AN0063-Ca	0	0	0	inf	inf
AN0063-Cb	0	0	0	inf	inf
AN0064-Ca	0	0	0	inf	inf
AN0064-Cb	0	0	0	inf	inf
AN0065-Ca	0	0	0	inf	inf
AN0065-Cb	0	0	0	inf	inf
AN0066-Ca	0	0	0	inf	inf
AN0066-Cb	0	0	0	inf	inf
AN0067-Ca	0	0	0	inf	inf
AN0067-Cb	0	0	0	inf	inf
AN0068-Ca	0	0	0	inf	inf
AN0068-Cb	0	0	0	inf	inf
AN0069-Ca	0	0	0	inf	inf
AN0069-Cb	0	0	0	inf	inf
AN0070-Ca	0	0	0	inf	inf
AN0070-Cb	0	0	0	inf	inf
AN0071-Ca	0	0	0	inf	inf
AN0071-Cb	0	0	0	inf	inf
AN0072-Ca	0	0	0	inf	inf
AN0072-Cb	0	0	0	inf	inf
AN0073-Ca	0	0	0	inf	inf
AN0073-Cb	0	0	0	inf	inf
AN0074-Ca	0	0	0	inf	inf
AN0074-Cb	0	0	0	inf	inf
AN0075-Ca	0	0	0	inf	inf
AN0075-Cb	0	0	0	inf	inf
AN0076-Ca	0	0	0	inf	inf
AN0076-Cb	0	0	0	inf	inf
AN0077-Ca	0	0	0	inf	inf
AN0077-Cb	0	0	0	inf	inf
AN0079-Ca	0	0	0	inf	inf
AN0079-Cb	0	0	0	inf	inf
AN0080-Ca	0	0	0	inf	inf
AN0080-Cb	0	0	0	inf	inf
AN0081-Ca	0	0	0	inf	inf
AN0081-Cb	0	0	0	inf	inf
AN0082-Ca	0	0	0	inf	inf
AN0082-Cb	0	0	0	inf	inf
AN0083-Ca	0	0	0	inf	inf
AN0083-Cb	0	0	0	inf	inf
AN0084-Ca	0	0	0	inf	inf
AN0084-Cb	0	0	0	inf	inf
AN0085-Ca	0	0	0	inf	inf
AN0085-Cb	0	0	0	inf	inf
AN0086-Ca	0	0	0	inf	inf
AN0086-Cb	0	0	0	inf	inf
AN0087-Ca	0	0	0	inf	inf
AN0087-Cb	0	0	0	inf	inf
AN0088-Ca	0	0	0	inf	inf
AN0088-Cb	0	0	0	inf	inf
AN0089-Ca	0	0	0	inf	inf
AN0089-Cb	0	0	0	inf	inf
AN0090-Ca	0	0	0	inf	inf
AN0090-Cb	0	0	0	inf	inf
AN0091-Ca	0	0	0	inf	inf
AN0091-Cb	0	0	0	inf	inf
